name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,user_score,developer,rating,sales_category,game_age,game_age_category
Tales of the Abyss,3DS,2011,Role-Playing,namco bandai games,0.43,0.19,0.14,0.06,0.83,7.6,Bandai Namco Games,T,low,15,old
Dragon Age II,PS3,2011,Action,electronic arts,0.40,0.26,0.05,0.11,0.83,4.3,BioWare,M,low,15,old
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,activision,0.55,0.20,0.00,0.08,0.82,1.8,"Treyarch, Sledgehammer Games",M,low,15,old
God of War Saga,PS3,2012,Action,sony computer entertainment,0.73,0.00,0.00,0.10,0.82,8.3,"Ready at Dawn, SCE Santa Monica",M,low,14,recent
Scooby-Doo! First Frights,DS,2009,Action,warner bros  interactive entertainment,0.60,0.16,0.00,0.07,0.82,7.5,unknown,E,low,17,old
James Bond 007: Nightfire,XB,2002,Shooter,electronic arts,0.58,0.22,0.00,0.03,0.82,7.8,Eurocom Entertainment Software,T,low,24,old
Tony Hawk's Pro Skater 3,GC,2001,Sports,activision,0.64,0.17,0.00,0.02,0.82,9.0,Neversoft Entertainment,T,low,25,old
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,activision,0.69,0.03,0.00,0.11,0.82,8.2,Raven Software,T,low,20,old
DJ Hero 2,X360,2010,Misc,activision,0.64,0.12,0.00,0.06,0.82,7.9,FreeStyleGames,T,low,16,old
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,rising star games,0.67,0.03,0.06,0.05,0.82,8.2,Marvelous Entertainment,E,low,19,old
Tony Hawk's Underground 2 Remix,PSP,2005,Sports,activision,0.46,0.21,0.00,0.15,0.82,8.0,Shaba Games,T,low,21,old
Need for Speed: Hot Pursuit 2,XB,2002,Racing,electronic arts,0.68,0.11,0.00,0.03,0.82,6.4,EA Seattle,E,low,24,old
Killer Instinct Gold,N64,1996,Fighting,nintendo,0.61,0.19,0.00,0.01,0.82,7.5,unknown,E,low,30,old
Clu Clu Land,NES,1984,Puzzle,nintendo,0.42,0.10,0.28,0.02,0.82,7.5,unknown,E,low,42,old
Karaoke Revolution Glee,Wii,2010,Misc,konami digital entertainment,0.51,0.24,0.00,0.07,0.82,7.5,Konami,T,low,16,old
I Spy: Fun House,DS,2007,Puzzle,scholastic inc ,0.76,0.00,0.00,0.06,0.82,7.5,Big Blue Bubble Inc.,E,low,19,old
Amped: Freestyle Snowboarding,XB,2001,Sports,microsoft game studios,0.69,0.11,0.00,0.02,0.82,9.0,Indie Built,E,low,25,old
The Price is Right,Wii,2008,Misc,ubisoft,0.76,0.00,0.00,0.06,0.82,4.3,Ludia Inc.,E,low,18,old
Custer's Revenge,2600,1981,Action,mystique,0.76,0.05,0.00,0.01,0.82,7.5,unknown,E,low,45,old
Stranglehold,X360,2007,Shooter,midway games,0.40,0.33,0.01,0.09,0.82,7.6,Midway,M,low,19,old
Rocket Power: Beach Bandits,PS2,2002,Platform,thq,0.40,0.31,0.00,0.10,0.82,6.6,Evolution Games,E,low,24,old
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,atlus,0.34,0.04,0.36,0.08,0.82,8.9,Atlus Co.,M,low,18,old
Devil May Cry HD Collection,PS3,2012,Action,capcom,0.42,0.19,0.11,0.09,0.82,8.8,"Capcom, Pipeworks Software, Inc.",M,low,14,recent
Thief (2014),PS4,2014,Action,square enix,0.28,0.38,0.03,0.13,0.82,7.5,unknown,E,low,12,recent
The Lord of the Rings: War in the North,PS3,2007,Action,warner bros  interactive entertainment,0.25,0.42,0.01,0.13,0.82,7.0,Snowblind Studios,M,low,19,old
Dragon Warrior III,GB,2000,Role-Playing,enix corporation,0.00,0.00,0.81,0.00,0.81,7.5,unknown,E,low,26,old
Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,midway games,0.40,0.31,0.00,0.10,0.81,7.5,Midway,T,low,26,old
Dance Central 3,X360,2012,Misc,microsoft game studios,0.57,0.18,0.00,0.06,0.81,8.0,Harmonix Music Systems,T,low,14,recent
Kamaitachi no Yoru,SNES,1994,Adventure,chunsoft,0.00,0.00,0.81,0.00,0.81,7.5,unknown,E,low,32,old
Imagine: Rock Star,DS,2008,Simulation,ubisoft,0.40,0.33,0.00,0.09,0.81,7.5,Gevo Entertainment,E,low,18,old
Tales of Destiny II,PS,2000,Role-Playing,namco bandai games,0.06,0.04,0.66,0.05,0.81,8.7,Namco,T,low,26,old
Super Bomberman 2,SNES,1994,Puzzle,hudson soft,0.00,0.00,0.81,0.00,0.81,7.5,unknown,E,low,32,old
NASCAR 2001,PS,2000,Racing,electronic arts,0.45,0.31,0.00,0.05,0.81,6.1,Black Box,E,low,26,old
Twisted Metal (2012),PS3,2012,Action,sony computer entertainment,0.67,0.07,0.00,0.08,0.81,7.5,unknown,E,low,14,recent
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,nintendo,0.63,0.16,0.00,0.02,0.81,7.2,Nintendo,E,low,22,old
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,konami digital entertainment,0.00,0.00,0.76,0.05,0.81,7.5,unknown,E,low,27,old
MediEvil: Resurrection,PSP,2005,Adventure,sony computer entertainment,0.19,0.41,0.00,0.22,0.81,8.7,SCEE,T,low,21,old
Valkyrie Profile,PS,1999,Role-Playing,enix corporation,0.07,0.05,0.63,0.05,0.81,8.8,Tri-Ace,T,low,27,old
Shaun White Snowboarding,X360,2007,Sports,ubisoft,0.48,0.25,0.00,0.08,0.81,7.6,Ubisoft Montreal,T,low,19,old
Patapon,PSP,2007,Misc,sony computer entertainment,0.33,0.25,0.07,0.16,0.81,8.7,SCE Japan Studio,E,low,19,old
Final Fantasy Type-0,PSP,2011,Role-Playing,unknown,0.00,0.00,0.81,0.00,0.81,7.5,Square Enix,E,low,15,old
Mega Man,NES,1987,Platform,capcom,0.45,0.08,0.27,0.01,0.81,7.5,unknown,E,low,39,old
Army Men: Sarge's Heroes,N64,1999,Action,3do,0.68,0.12,0.00,0.01,0.81,7.5,unknown,E,low,27,old
Pro Evolution Soccer 2010,X360,2009,Sports,konami digital entertainment,0.12,0.58,0.03,0.08,0.81,7.6,Konami,E,low,17,old
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,ubisoft,0.40,0.31,0.00,0.10,0.81,8.2,Ubisoft Shanghai,M,low,22,old
Madden NFL 25,XOne,2013,Sports,electronic arts,0.67,0.05,0.00,0.08,0.81,5.9,EA Sports,E,low,13,recent
NCAA Football 10,PS3,2009,Sports,electronic arts,0.75,0.00,0.00,0.06,0.81,6.9,EA Tiburon,E,low,17,old
EarthBound,SNES,1994,Role-Playing,nintendo,0.00,0.00,0.81,0.00,0.81,7.5,unknown,E,low,32,old
The Next Tetris,PS,1998,Puzzle,atari,0.45,0.31,0.00,0.05,0.81,7.5,unknown,E,low,28,old
Guitar Hero: Warriors of Rock,PS3,2010,Misc,activision,0.33,0.34,0.00,0.13,0.81,7.1,Neversoft Entertainment,T,low,16,old
Battle of Giants: Dinosaurs,DS,2008,Strategy,ubisoft,0.37,0.35,0.00,0.09,0.81,7.2,Ubisoft Quebec,E,low,18,old
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,konami digital entertainment,0.00,0.00,0.75,0.05,0.81,7.5,unknown,E,low,28,old
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,square enix,0.35,0.27,0.09,0.09,0.81,7.5,Square Enix,T,low,19,old
The Sims 2,PS2,2005,Simulation,electronic arts,0.67,0.03,0.00,0.11,0.81,4.4,Maxis,T,low,21,old
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,namco bandai games,0.42,0.18,0.11,0.09,0.81,7.5,Spike,T,low,16,old
SingStar Vol. 2,PS3,2008,Misc,sony computer entertainment,0.29,0.39,0.00,0.12,0.81,7.5,SCEE London Studio,T,low,18,old
Who wants to be a millionaire,PS,2000,Misc,eidos interactive,0.45,0.30,0.00,0.05,0.8,7.5,unknown,E,low,26,old
Yakuza,PS2,2005,Action,sega,0.03,0.02,0.74,0.01,0.8,8.2,Amusement Vision,M,low,21,old
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,disney interactive studios,0.72,0.03,0.00,0.06,0.8,7.0,Gorilla Systems,E,low,20,old
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,lucasarts,0.62,0.16,0.00,0.02,0.8,7.6,Factor 5,T,low,23,old
Moto Racer,PS,1997,Racing,electronic arts,0.45,0.30,0.00,0.05,0.8,7.5,unknown,E,low,29,old
Hitman: Contracts,PS2,2004,Shooter,eidos interactive,0.39,0.31,0.00,0.10,0.8,8.3,Io Interactive,M,low,22,old
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,level 5,0.20,0.26,0.30,0.04,0.8,8.5,Level 5,T,low,14,recent
Ben 10: Alien Force,Wii,2008,Action,koch media,0.52,0.21,0.00,0.07,0.8,7.8,Monkey Bar Games,E10+,low,18,old
Final Fantasy Anthology,PS,1999,Role-Playing,square ea,0.45,0.30,0.00,0.05,0.8,8.1,SquareSoft,T,low,27,old
DiRT 2,X360,2009,Racing,codemasters,0.32,0.39,0.00,0.09,0.8,8.2,Codemasters,T,low,17,old
Prince of Persia: Warrior Within,XB,2004,Action,ubisoft,0.48,0.28,0.00,0.04,0.8,7.5,Ubisoft Montreal,M,low,22,old
Deca Sports 2,Wii,2009,Sports,hudson soft,0.31,0.33,0.09,0.07,0.8,7.5,CAProduction,E,low,17,old
Killzone: Mercenary,PSV,2013,Shooter,sony computer entertainment europe,0.20,0.39,0.04,0.17,0.8,8.9,Guerilla Cambridge,M,low,13,recent
Pro Evolution Soccer 2010,PSP,2009,Sports,konami digital entertainment,0.09,0.33,0.20,0.18,0.8,4.6,Konami,E,low,17,old
Guitar Hero: Metallica,X360,2009,Misc,activision,0.52,0.20,0.00,0.07,0.8,8.1,Neversoft Entertainment,T,low,17,old
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,square enix,0.16,0.24,0.28,0.12,0.8,8.5,Virtuos,T,low,13,recent
Super Robot Taisen α,PS,2000,Strategy,banpresto,0.00,0.00,0.75,0.05,0.8,7.5,unknown,E,low,26,old
Need for Speed: Hot Pursuit 2,GC,2002,Racing,electronic arts,0.68,0.09,0.00,0.02,0.8,8.3,EA Seattle,E,low,24,old
PES 2009: Pro Evolution Soccer,PSP,2007,Sports,konami digital entertainment,0.04,0.33,0.26,0.17,0.8,7.5,unknown,E,low,19,old
Hasbro Family Game Night 3,Wii,2010,Misc,electronic arts,0.46,0.27,0.00,0.07,0.8,7.5,Electronic Arts,E,low,16,old
Tales of Destiny 2,PS2,2002,Role-Playing,namco bandai games,0.00,0.00,0.80,0.00,0.8,7.5,unknown,E,low,24,old
Capcom's Soccer Shootout,SNES,1993,Sports,nintendo,0.00,0.00,0.80,0.00,0.8,7.5,unknown,E,low,33,old
Rayman Raving Rabbids 2,DS,2007,Misc,ubisoft,0.73,0.01,0.00,0.06,0.8,7.0,Ubisoft Paris,E10+,low,19,old
The Sims 2: Pets,PSP,2006,Simulation,electronic arts,0.19,0.38,0.00,0.22,0.79,7.3,Maxis,T,low,20,old
Alien,2600,1981,Action,20th century fox video games,0.74,0.04,0.00,0.01,0.79,7.5,unknown,E,low,45,old
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,atari,0.66,0.02,0.00,0.11,0.79,8.6,Spike,T,low,20,old
Guitar Hero: Aerosmith,PS2,2008,Misc,activision,0.61,0.00,0.00,0.18,0.79,6.3,BudCat,T,low,18,old
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,lucasarts,0.43,0.29,0.00,0.07,0.79,6.4,Krome Studios,T,low,17,old
Ridge Racer,PS,1994,Racing,sony computer entertainment,0.00,0.00,0.74,0.05,0.79,7.5,unknown,E,low,32,old
pro evolution soccer 2011,PSP,2010,Sports,konami digital entertainment,0.05,0.30,0.29,0.16,0.79,5.8,Konami,E,low,16,old
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,ubisoft,0.61,0.16,0.00,0.02,0.79,8.9,Marvelous,E,low,23,old
All Star Cheer Squad,Wii,2008,Sports,thq,0.43,0.29,0.00,0.08,0.79,5.2,Gorilla Games,E,low,18,old
Momotarou Dentetsu 7,PS,1997,Simulation,hudson entertainment,0.00,0.00,0.74,0.05,0.79,7.5,unknown,E,low,29,old
DmC: Devil May Cry,PS3,2013,Action,capcom,0.24,0.26,0.19,0.10,0.79,5.3,Ninja Theory,M,low,13,recent
Motocross Mania,PS,2001,Racing,take two interactive,0.44,0.30,0.00,0.05,0.79,5.3,Deibus Studios,E,low,25,old
EA Sports Active NFL Training Camp,Wii,2010,Sports,electronic arts,0.75,0.00,0.00,0.05,0.79,7.5,EA Sports,E,low,16,old
Darksiders II,X360,2012,Action,thq,0.45,0.27,0.00,0.07,0.79,8.0,Vigil Games,M,low,14,recent
Need for Speed Rivals,X360,2013,Racing,electronic arts,0.37,0.35,0.01,0.07,0.79,5.4,Ghost Games,E10+,low,13,recent
[Prototype 2],X360,2012,Action,activision,0.48,0.24,0.00,0.07,0.79,7.0,Radical Entertainment,M,low,14,recent
Mega Man 5,NES,1992,Platform,capcom,0.39,0.07,0.32,0.01,0.79,7.5,unknown,E,low,34,old
WCW Mayhem,N64,1999,Fighting,electronic arts,0.63,0.15,0.00,0.01,0.79,7.5,unknown,E,low,27,old
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,konami digital entertainment,0.64,0.03,0.02,0.10,0.79,7.5,Konami,E10+,low,19,old
Armored Core 2,PS2,2000,Simulation,ubisoft,0.28,0.22,0.23,0.07,0.79,8.4,From Software,T,low,26,old
Dragon Quest Monsters 2,3DS,2014,Role-Playing,square enix,0.00,0.00,0.79,0.00,0.79,7.5,unknown,E,low,12,recent
The Godfather II,X360,2009,Action,electronic arts,0.47,0.23,0.01,0.08,0.79,6.9,EA Redwood Shores,M,low,17,old
Dragon's Dogma,X360,2012,Role-Playing,capcom,0.42,0.23,0.07,0.06,0.79,7.8,Capcom,M,low,14,recent
Pro Evolution Soccer 2016,PS4,2015,Sports,konami digital entertainment,0.13,0.42,0.13,0.10,0.79,7.1,Konami,E,low,11,recent
The Amazing Spider-Man (Console Version),PS3,2012,Action,activision,0.31,0.35,0.00,0.13,0.79,7.5,unknown,E,low,14,recent
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,nintendo,0.75,0.03,0.00,0.01,0.79,7.5,unknown,E,low,28,old
Rare Replay,XOne,2015,Misc,microsoft game studios,0.49,0.22,0.01,0.07,0.79,7.7,Rare Ltd.,M,low,11,recent
Band Hero,X360,2009,Misc,activision,0.51,0.21,0.00,0.07,0.79,5.0,Neversoft Entertainment,E10+,low,17,old
NCAA Football 08,PS2,2007,Sports,electronic arts,0.65,0.03,0.00,0.11,0.79,8.3,EA Tiburon,E,low,19,old
FIFA Soccer 2004,XB,2003,Sports,electronic arts,0.24,0.49,0.00,0.05,0.79,8.2,EA Canada,E,low,23,old
The Sims 2: Castaway,PSP,2007,Simulation,electronic arts,0.08,0.46,0.00,0.25,0.79,7.3,Maxis,E10+,low,19,old
Star Ocean: The Last Hope,X360,2009,Role-Playing,square enix,0.32,0.20,0.21,0.06,0.79,7.2,"Square Enix, Tri-Ace",T,low,17,old
Sniper: Ghost Warrior,PS3,2011,Shooter,city interactive,0.27,0.34,0.04,0.13,0.79,6.0,City Interactive,M,low,15,old
Invizimals,PSP,2009,Strategy,sony computer entertainment,0.17,0.50,0.00,0.11,0.79,7.3,Novarama,E10+,low,17,old
Forza Horizon 2,X360,2014,Racing,microsoft game studios,0.35,0.37,0.00,0.06,0.78,5.1,"Sumo Digital, Playground Games",E10+,low,12,recent
The 7th Guest,PC,1992,Adventure,virgin interactive,0.02,0.77,0.00,0.00,0.78,7.5,Trilobyte,T,low,34,old
WWE 2K15,PS3,2014,Sports,take two interactive,0.36,0.29,0.00,0.13,0.78,3.1,Yuke's,T,low,12,recent
Too Human,X360,2008,Role-Playing,microsoft game studios,0.38,0.29,0.03,0.08,0.78,7.0,Silicon Knights,T,low,18,old
Yars' Revenge,2600,1982,Shooter,atari,0.73,0.04,0.00,0.01,0.78,7.5,unknown,E,low,44,old
Tiger Woods PGA Tour 10,PS3,2009,Sports,electronic arts,0.42,0.25,0.00,0.11,0.78,7.7,EA Tiburon,E,low,17,old
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,vivendi games,0.56,0.21,0.00,0.01,0.78,7.5,Digital Illusions,E,low,24,old
Doom,PS,1994,Shooter,infogrames,0.43,0.30,0.00,0.05,0.78,7.5,unknown,E,low,32,old
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,ubisoft,0.67,0.04,0.01,0.06,0.78,8.1,Ubisoft Shanghai,M,low,20,old
Buzz! The Hollywood Quiz,PS2,2007,Misc,sony computer entertainment,0.17,0.00,0.00,0.61,0.78,7.5,unknown,E,low,19,old
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,namco bandai games,0.43,0.27,0.01,0.07,0.78,8.5,CyberConnect2,T,low,16,old
Golden Sun: Dark Dawn,DS,2010,Role-Playing,nintendo,0.51,0.09,0.13,0.05,0.78,8.1,Camelot Software Planning,E10+,low,16,old
Fight Night Champion,X360,2011,Fighting,electronic arts,0.40,0.31,0.00,0.07,0.78,7.4,EA Canada,M,low,15,old
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,capcom,0.43,0.30,0.00,0.05,0.78,7.5,unknown,E,low,27,old
Dead Island: Riptide,X360,2013,Action,deep silver,0.44,0.26,0.01,0.07,0.78,6.3,Techland,M,low,13,recent
Madden NFL 16,PS3,2015,Sports,electronic arts,0.57,0.06,0.00,0.14,0.78,3.1,EA Sports,E,low,11,recent
Battle Stations,PS,1997,Strategy,electronic arts,0.43,0.29,0.00,0.05,0.78,7.5,unknown,E,low,29,old
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,lucasarts,0.61,0.11,0.00,0.06,0.78,7.8,LucasArts,E10+,low,18,old
The World Ends With You,DS,2007,Role-Playing,square enix,0.49,0.04,0.21,0.04,0.78,8.9,Jupiter Corporation,T,low,19,old
Drawn to Life,DS,2007,Action,thq,0.71,0.01,0.00,0.06,0.78,8.2,5TH Cell,E,low,19,old
Sid Meier's Civilization Revolution,PS3,2008,Strategy,take two interactive,0.49,0.19,0.01,0.09,0.78,7.7,Firaxis Games,E10+,low,18,old
NBA 2K7,PS2,2006,Sports,take two interactive,0.65,0.02,0.00,0.11,0.78,8.4,"Kush Games, Visual Concepts",E,low,20,old
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,chunsoft,0.00,0.00,0.78,0.00,0.78,7.5,unknown,E,low,33,old
Jr. Pac-Man,2600,1983,Puzzle,atari,0.72,0.05,0.00,0.01,0.78,7.5,unknown,E,low,43,old
James Bond 007: Nightfire,GC,2002,Shooter,electronic arts,0.60,0.16,0.00,0.02,0.78,8.6,Eurocom Entertainment Software,T,low,24,old
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,nintendo,0.37,0.22,0.13,0.06,0.78,7.5,unknown,E,low,13,recent
Goldeneye 007: Reloaded,PS3,2011,Shooter,activision,0.33,0.33,0.00,0.12,0.78,6.3,Eurocom Entertainment Software,T,low,15,old
NBA ShootOut 98,PS,1998,Sports,sony computer entertainment,0.43,0.29,0.00,0.05,0.78,7.5,unknown,E,low,28,old
Rayman Origins,X360,2011,Platform,ubisoft,0.38,0.32,0.00,0.08,0.78,8.2,UBlart Montpellier,E10+,low,15,old
Galaxian,2600,1982,Shooter,atari,0.72,0.05,0.00,0.01,0.77,7.5,unknown,E,low,44,old
Aliens: Colonial Marines,X360,2013,Shooter,sega,0.36,0.34,0.00,0.07,0.77,3.8,Gearbox Software,M,low,13,recent
Lips,X360,2008,Misc,microsoft game studios,0.12,0.56,0.00,0.10,0.77,7.4,iNiS,T,low,18,old
Andretti Racing,PS,1996,Racing,electronic arts,0.43,0.29,0.00,0.05,0.77,7.5,unknown,E,low,30,old
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,interplay,0.43,0.29,0.00,0.05,0.77,7.5,unknown,E,low,26,old
Air Raid,2600,1981,Action,men a vision,0.72,0.04,0.00,0.01,0.77,7.5,unknown,E,low,45,old
MadWorld,Wii,2009,Action,sega,0.45,0.23,0.02,0.07,0.77,8.6,PlatinumGames,M,low,17,old
Need for Speed: ProStreet,PSP,2008,Racing,electronic arts,0.24,0.33,0.01,0.19,0.77,7.1,EA Games,E,low,18,old
Perfect Dark Zero,X360,2005,Shooter,microsoft game studios,0.66,0.02,0.03,0.06,0.77,7.3,Rare Ltd.,M,low,21,old
Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,electronic arts,0.64,0.02,0.00,0.10,0.77,6.3,"EA Canada, Nihilistic",T,low,21,old
Boxing,2600,1980,Fighting,activision,0.72,0.04,0.00,0.01,0.77,7.5,unknown,E,low,46,old
Need for Speed: Porsche Unleashed,PS,1999,Racing,electronic arts,0.43,0.29,0.00,0.05,0.77,8.5,Eden Studios,E,low,27,old
ABBA: You Can Dance,Wii,2011,Misc,ubisoft,0.18,0.49,0.00,0.10,0.77,7.5,Ubisoft,E10+,low,15,old
Avatar: The Game,X360,2009,Action,ubisoft,0.34,0.35,0.00,0.08,0.77,7.5,unknown,E,low,17,old
Resident Evil: Operation Raccoon City,X360,2012,Action,capcom,0.55,0.14,0.03,0.06,0.77,4.9,Slant Six,M,low,14,recent
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,thq,0.53,0.18,0.00,0.06,0.77,6.5,THQ,E,low,15,old
Crystal Castles,2600,1983,Action,atari,0.72,0.04,0.00,0.01,0.77,7.5,unknown,E,low,43,old
Worms: Open Warfare,PSP,2006,Strategy,thq,0.11,0.43,0.00,0.23,0.77,6.6,Team 17,E10+,low,20,old
Puzzler World,DS,2009,Puzzle,ubisoft,0.41,0.30,0.00,0.07,0.77,7.5,Ubisoft,E,low,17,old
Conker's Bad Fur Day,N64,2001,Platform,thq,0.53,0.22,0.00,0.02,0.77,7.5,unknown,E,low,25,old
Dragon Warrior I&II,GB,1999,Role-Playing,enix corporation,0.00,0.00,0.77,0.00,0.77,7.5,unknown,E,low,27,old
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,thq,0.55,0.20,0.00,0.01,0.77,5.0,David A. Palmer Productions,E,low,24,old
Ghost Squad,Wii,2007,Shooter,sega,0.42,0.21,0.08,0.07,0.77,7.5,"Artificial Mind and Movement, Polygon Magic",T,low,19,old
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,sci,0.38,0.29,0.00,0.10,0.77,7.5,unknown,E,low,23,old
Maximo: Ghosts to Glory,PS2,2001,Platform,capcom,0.38,0.29,0.00,0.10,0.77,8.7,Capcom,T,low,25,old
Donkey Kong Country 3,GBA,2005,Platform,nintendo,0.45,0.17,0.14,0.01,0.77,8.4,Rare Ltd.,E,low,21,old
All-Star Baseball 2003,PS2,2002,Sports,acclaim entertainment,0.38,0.29,0.00,0.10,0.77,8.4,Acclaim Studios Austin,E,low,24,old
Unlimited Saga,PS2,2002,Role-Playing,atari,0.10,0.08,0.56,0.03,0.77,3.0,SquareSoft,T,low,24,old
Pokemon Dash,DS,2004,Racing,nintendo,0.21,0.14,0.38,0.04,0.77,5.9,Ambrella,E,low,22,old
Dragon Ball: Raging Blast,PS3,2009,Fighting,namco bandai games,0.37,0.19,0.11,0.10,0.77,7.2,Spike,T,low,17,old
Twisted Metal: Head On,PSP,2005,Action,sony computer entertainment,0.71,0.00,0.00,0.06,0.77,8.2,Incognito Inc.,T,low,21,old
Personal Trainer: Walking,DS,2008,Sports,nintendo,0.21,0.32,0.17,0.07,0.76,7.5,Nintendo,E,low,18,old
Sonic Unleashed,PS2,2008,Platform,sega,0.37,0.04,0.00,0.36,0.76,6.7,Sonic Team,E10+,low,18,old
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,activision value,0.37,0.29,0.00,0.10,0.76,9.0,Sand Grain Studios,T,low,23,old
Formula 1,PS,1996,Racing,psygnosis,0.18,0.12,0.42,0.05,0.76,7.5,unknown,E,low,30,old
Tetris Party Deluxe,DS,2010,Puzzle,nintendo,0.28,0.30,0.12,0.07,0.76,7.5,"Tetris Online, Inc",E,low,16,old
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,microsoft game studios,0.32,0.35,0.00,0.08,0.76,7.5,unknown,E,low,18,old
FIFA 12,Wii,2011,Sports,electronic arts,0.15,0.50,0.00,0.11,0.76,7.5,unknown,E,low,15,old
My Baby Girl,DS,2008,Simulation,nobilis,0.61,0.09,0.00,0.06,0.76,7.5,Dancing Dots,E,low,18,old
Driv3r,XB,2004,Racing,atari,0.36,0.38,0.00,0.03,0.76,4.7,Reflections Interactive,M,low,22,old
Mercenaries: Playground of Destruction,PS2,2005,Action,lucasarts,0.64,0.02,0.00,0.10,0.76,7.5,unknown,E,low,21,old
The Walking Dead: Season One,PS3,2012,Adventure,avanquest software,0.40,0.23,0.03,0.10,0.76,7.5,unknown,E,low,14,recent
MTV Celebrity Deathmatch,PS2,2003,Fighting,gotham games,0.37,0.29,0.00,0.10,0.76,7.5,unknown,E,low,23,old
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,virgin interactive,0.17,0.11,0.43,0.05,0.76,7.5,unknown,E,low,31,old
ISS Pro Evolution,PS,1998,Sports,konami digital entertainment,0.00,0.00,0.71,0.05,0.76,8.7,KCET,E,low,28,old
Need For Speed: Undercover,PSP,2008,Racing,electronic arts,0.23,0.31,0.03,0.19,0.76,6.8,Piranha Games,T,low,18,old
Metroid Prime Hunters,DS,2006,Shooter,nintendo,0.57,0.04,0.11,0.06,0.76,8.0,Nintendo,T,low,20,old
Bayonetta 2,WiiU,2014,Action,nintendo,0.32,0.28,0.10,0.06,0.76,8.2,PlatinumGames,M,low,12,recent
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,lucasarts,0.38,0.23,0.00,0.15,0.76,8.0,Savage Entertainment,T,low,17,old
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,sega,0.37,0.32,0.00,0.07,0.76,7.5,unknown,E,low,16,old
Tony Hawk's Pro Skater 2,N64,2001,Sports,activision,0.59,0.16,0.00,0.01,0.76,7.5,unknown,E,low,25,old
Final Fantasy II,NES,1988,Role-Playing,squaresoft,0.00,0.00,0.76,0.00,0.76,7.5,unknown,E,low,38,old
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,namco bandai games,0.00,0.00,0.76,0.00,0.76,7.5,unknown,E,low,24,old
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,capcom,0.09,0.03,0.62,0.02,0.76,7.5,unknown,E,low,21,old
Doom (2016),XOne,2016,Shooter,bethesda softworks,0.44,0.25,0.00,0.07,0.76,7.5,unknown,E,low,10,recent
Syphon Filter: The Omega Strain,PS2,2004,Shooter,sony computer entertainment,0.37,0.29,0.00,0.10,0.76,6.9,Sony Bend,M,low,22,old
FIFA Soccer 11,PS2,2010,Sports,electronic arts,0.11,0.29,0.00,0.36,0.76,6.6,EA Sports,E,low,16,old
The Sims 3,3DS,2011,Simulation,electronic arts,0.30,0.37,0.03,0.07,0.76,3.3,EA Games,T,low,15,old
Mortal Kombat: Deception,XB,2004,Fighting,midway games,0.61,0.12,0.00,0.03,0.76,8.8,Midway,M,low,22,old
That's So Raven,GBA,2004,Adventure,disney interactive studios,0.54,0.20,0.00,0.01,0.76,7.6,Vicarious Visions,E,low,22,old
